-4.9369802,2.527666,-137.75946,-143.23607,-4.0529957,-3.2049294,0.32207727,3.5546074,3.9741364,3.8289661,4.375992,-2.2401104,3.447237,-121.527695,-135.81412,8
-0.20009178,-0.05872362,-4.499813,-4.645483,0.6079132,0.35464767,-0.52458507,-0.64200985,-0.5911889,-0.709717,-0.8129225,-0.098462656,-0.4452957,-3.9570906,-4.6455503,4
-5.3430595,2.0096917,-146.9777,-152.58928,-3.5416412,-3.4431152,0.1594472,1.8792505,2.596345,2.9359493,3.0345478,-3.2290616,3.7086048,-129.87642,-145.14122,12
1.2042279,-1.7415496,-16.0904,-15.866674,-0.7035801,-0.27403298,-0.18205738,-2.747673,-2.5944076,-1.8140099,-3.8049603,-0.64682525,-1.6591712,-14.044327,-15.209649,0
-1.1130544,0.019577265,-77.04234,-80.21954,-5.4652896,-2.6768117,-0.42590487,1.6548643,1.0391922,0.7901387,-0.077711105,-1.5525448,-1.118207,-67.6333,-75.02198,10
1.9624839,0.58724976,-43.245422,-42.32842,0.89459527,0.8256848,4.3584704,-1.8786045,-0.63721937,-0.6158413,-4.4638863,5.4281645,-1.5927093,-37.84678,-39.774445,11
-4.919006,1.9771056,-150.34067,-156.09332,-5.224316,-3.8160372,0.8248744,3.14746,3.7933416,4.082247,3.93577,-2.9318395,3.5759077,-132.8852,-147.99234,8
1.8366959,0.9651613,-48.03451,-47.223656,1.0702708,0.839798,4.2316747,-2.3345528,-0.8320539,-1.0165738,-5.194234,6.10773,-2.0710516,-42.0371,-44.411438,11
-23.537209,21.998055,-468.21387,-495.66882,-5.6432304,-6.83329,-24.122887,-16.872967,-9.360529,-25.169811,-22.22197,2.579733,-15.391697,-415.19012,-475.22562,0
-3.4044044,1.6612115,-128.51619,-133.51526,-6.575104,-3.686101,1.3905663,4.8622904,4.896205,4.8582344,4.7696524,-1.8681126,2.5604744,-113.42446,-125.712364,8
-3.2725236,1.8614573,-124.04814,-128.93623,-6.3349156,-3.4287052,1.4145446,5.2876263,5.173215,4.932812,5.069313,-1.422998,2.5365171,-109.37688,-121.269135,9
-0.22334313,-0.05934155,-5.198944,-5.3658566,0.63346976,0.33860987,-0.6142107,-0.77508134,-0.6921269,-0.8212303,-0.95981216,-0.09478375,-0.5158969,-4.565021,-5.3568296,5
0.12429893,-6.91222,-223.13861,-230.38354,-21.648119,-10.95705,1.9879861,-2.106554,-2.4802704,1.5479021,-6.63517,-10.430529,-3.7996645,-198.19626,-215.60959,6
-2.7832325,1.4510932,-120.26542,-124.96271,-6.8925543,-3.5368776,1.5459445,5.2997856,5.017705,4.847771,4.7093534,-1.4193511,2.0926552,-106.03494,-117.2793,7
-5.3430595,2.0096917,-146.9777,-152.58928,-3.5416412,-3.4431152,0.1594472,1.8792505,2.596345,2.9359493,3.0345478,-3.2290616,3.7086048,-129.87642,-145.14122,12
-3.0511541,1.7451432,-119.704796,-124.44122,-6.320267,-3.360324,1.3313322,5.1784067,4.982993,4.706254,4.7867174,-1.321698,2.2434855,-105.50668,-116.94903,10
3.7265275,-3.4184942,-40.542336,-39.30667,-1.8523012,-0.6307152,1.6763587,-5.3656893,-4.656531,-2.7016764,-7.764467,0.5043539,-2.9208202,-34.85913,-37.175976,0
-0.20009178,-0.05872362,-4.499813,-4.645483,0.6079132,0.35464767,-0.52458507,-0.64200985,-0.5911889,-0.709717,-0.8129225,-0.098462656,-0.4452957,-3.9570906,-4.6455503,4
-6.448312,2.383556,-224.19017,-233.2505,-8.386951,-4.6296673,-1.175364,-3.2892723,-1.2500429,-2.383462,-4.583208,-4.630383,0.30408192,-199.00793,-222.44005,1
-4.8248324,2.4495625,-144.36597,-150.06459,-5.0091367,-3.5587606,0.6438556,4.1076126,4.469765,4.415716,4.7754383,-2.3410234,3.506775,-127.35102,-142.06224,10
1.773154,0.4152096,-42.658997,-41.9483,0.74243754,0.62302303,3.2417865,-2.6223605,-1.3309712,-1.3127515,-5.2280517,4.9140987,-2.1748683,-37.271572,-39.462692,11
1.7019788,-1.6476914,-21.939054,-21.419699,-0.99119973,-0.2593119,0.70325905,-2.8091893,-2.3861222,-1.565342,-4.0833116,0.23889653,-1.7996038,-18.95327,-20.252237,0
-4.6363664,2.633842,-138.07521,-143.57755,-5.103244,-3.425089,0.8903761,4.673009,5.0475364,4.82378,5.3675156,-1.887078,3.4894543,-121.81526,-135.78653,8
-4.6689496,2.1220016,-143.38417,-148.94164,-5.2028017,-3.6318817,0.87108946,3.8962479,4.320679,4.4560556,4.6007576,-2.541522,3.5219383,-126.62053,-141.00444,9
2.618359,-0.7034393,-41.47031,-40.417915,0.13974667,0.45559895,3.6111968,-2.764566,-1.8024257,-1.1264335,-5.2964525,3.87062,-1.8132006,-36.067997,-38.025368,6
-4.951738,1.910811,-146.90866,-152.60738,-4.4404154,-3.5652943,0.13715696,2.147376,2.6884012,2.9108887,2.7668896,-3.0861504,3.0994844,-129.74348,-144.87317,8
-3.5501251,1.750124,-127.53417,-132.55229,-6.113814,-3.567871,1.0163951,4.543887,4.556334,4.478556,4.495469,-1.9444299,2.4801273,-112.472145,-124.91237,10
-0.23154551,-0.03843677,-5.1616287,-5.332585,0.6427798,0.34526527,-0.6159881,-0.7377374,-0.66082907,-0.80087894,-0.9197648,-0.079512045,-0.50186235,-4.521366,-5.320062,10
-5.1269097,2.5929847,-147.97923,-153.76123,-4.932578,-3.6090565,0.9177208,3.9749193,4.667819,4.639823,4.9409037,-2.3211827,3.8711462,-130.72867,-145.75749,9
-0.7123046,-0.44015336,-56.041935,-58.384422,-3.9477267,-2.1688526,-0.90080655,-2.0143619,-1.6697114,-1.7989192,-3.4894347,-1.6222081,-2.5229154,-49.733955,-55.391296,1
-4.714075,2.4379425,-141.03415,-146.59958,-4.9773345,-3.4478416,0.7821202,4.2349052,4.602088,4.530117,4.9257,-2.2029846,3.5171318,-124.46309,-138.74745,9
2.3556232,0.11651173,-43.63038,-42.57084,0.92396075,0.8296077,4.2265544,-2.2868803,-1.1438508,-0.8244053,-4.990125,5.162162,-1.6319705,-38.050156,-40.027946,11
-8.208506,6.8175063,-198.72122,-207.9019,-2.0547848,-2.0176048,-3.6004615,3.7657757,3.9917479,0.9326706,3.2819595,-0.47550964,3.0125408,-174.07658,-198.05627,1
-4.710134,2.5210752,-139.1478,-144.6096,-5.023208,-3.4791899,1.0461469,4.4344215,4.9493685,4.86441,5.2985497,-2.045869,3.692603,-122.87387,-136.87837,7
-3.9038806,2.3208137,-130.18709,-135.3558,-5.786628,-3.3869858,1.2937903,5.3644037,5.427414,5.1455545,5.579508,-1.4868417,3.1044188,-114.81719,-127.586105,8
-5.7478466,1.6232343,-160.74399,-166.74722,-3.8535576,-3.9527903,0.060441494,0.549839,1.6342802,2.3263159,1.7954979,-4.06877,3.7265835,-142.25464,-158.8689,12
-3.8217478,1.5838938,-132.6411,-137.7659,-5.92716,-3.6617165,0.9969349,3.8828173,4.099178,4.292481,4.1209126,-2.4584498,2.7420435,-117.126526,-130.09134,7
-5.8312955,1.907465,-203.40286,-210.80406,-5.0949306,-2.6293573,1.2179098,-1.2877789,0.24456215,0.32170868,-1.0832844,-4.275663,4.175256,-180.76985,-201.47308,12
-1.1130544,0.019577265,-77.04234,-80.21954,-5.4652896,-2.6768117,-0.42590487,1.6548643,1.0391922,0.7901387,-0.077711105,-1.5525448,-1.118207,-67.6333,-75.02198,9
0.7329657,-1.2517995,-13.025185,-12.94231,-0.3641085,-0.1637455,-0.4594645,-2.3686373,-2.1863248,-1.6994572,-3.2106414,-0.54354686,-1.4876753,-11.462804,-12.486183,0
-16.842323,19.908531,-244.58762,-261.16458,5.3958187,0.0660038,-16.845589,-3.351223,0.11167526,-12.91607,-4.943928,7.6056433,-6.293314,-215.28549,-251.26915,1
